"Public Price","Product/Barcode"
"12.36","4018761250851"
"5.7700000000000005","4018761251032"
"10.24","4018761251254"
"3.42","4018761251339"
"5.5","4018761252701"
"22.35","4018761252923"
"7.7700000000000005","4018761253050"
"0.0","4018761253166"
"5.7700000000000005","4018761253234"
"7.7700000000000005","4018761253258"
"16.47","4018761253272"
"3.42","4018761254330"
"5.5","4018761255702"
"22.35","4018761255924"
"5.3","4018761259212"
"7.65","4018761259229"
"5.04","4018761259236"
"1.0","4018761259281"
"0.0","4018761259298"
"9.77","4018761310128"
"5.0","4018761311217"
"5.0","4018761320028"
"9.77","4018761320059"
"3.1","4018761461073"
"3.1","4018761461134"
"18.150000000000002","4018761711178"
"70.48","4047974289051"
"39.18","4047974289419"
"59.77","4047974289440"
"59.14","4047974289518"
"10.97","4047974361092"
"28.97","4047974362334"
"41.9","4047974368909"
"65.05","4047974368916"
"2.13","4047974608012"
"6.16","4047974610015"
"2.35","4053032023475"
"2.35","4053032023918"
"2.35","4053032024014"
"3.59","4053032024021"
"3.59","4053032024045"
"2.35","4053032024175"
"4.44","4053032024182"
"4.44","4053032024199"
"3.59","4053032024267"
"4.44","4053032024274"
"4.44","4053032024281"
"4.44","4053032024359"
"4.44","4053032024366"
"4.44","4053032024373"
"4.44","4053032024441"
"2.35","4053032024533"
"2.35","4053032024540"
"2.35","4053032024618"
"2.35","4053032025745"
"2.35","4053032025752"
"2.35","4053032025769"
"2.5","4211198800097"
"5.8","4260683810457"
"5.8","4260683810471"
"25.27","43993058078"
"24.53","43993058085"
"7.41","45125605501"
"6.04","45125619829"
"1.0","456654"
"12.8","4771317456670"
"59.300000000000004","4771317456687"
"12.4","4771317456717"
"10.4","4771317457585"
"12.200000000000001","4771317457646"
"13.4","4771317457707"
"12.4","4771317458292"
"12.8","4771317458346"
"59.300000000000004","4771317458353"
"0.75","4771317461186"
"0.75","4771317461261"
"35.5","4771317468635"
"35.5","4771317468642"
"35.5","4771317468888"
"35.5","4771317468895"
"12.4","4771317472281"
"12.8","4771317472304"
"59.300000000000004","4771317472311"
"29.6","4771317472342"
"59.300000000000004","4771317472359"
"11.99","4771317472816"
"0.75","4771317473899"
"0.75","4771317473905"
"0.75","4771317473912"
"1.0","4771317474094"
"1.0","4771317474100"
"1.0","4771317474117"
"12.8","4771317474414"
"59.300000000000004","4771317474421"
"29.6","4771317475923"
"59.300000000000004","4771317475930"
"0.75","4771317476036"
"0.75","4771317476043"
"0.75","4771317476265"
"14.8","4771317476302"
"14.8","4771317476319"
"14.8","4771317476326"
"47.4","4771317476333"
"47.4","4771317476340"
"47.4","4771317476357"
"0.75","4771317476487"
"0.75","4771317476494"
"0.75","4771317476500"
"2.5","4771317476517"
"2.5","4771317476524"
"2.5","4771317476531"
"2.5","4771317476548"
"2.5","4771317476555"
"2.5","4771317476586"
"2.5","4771317476593"
"1.3","4771317477125"
"1.3","4771317477132"
"1.3","4771317477149"
"10.870000000000001","4779051633876"
"12.450000000000001","4779051633883"
"8.120000000000001","4779051633890"
"12.450000000000001","4779051634675"
"10.870000000000001","4779051634705"
"1.0","4779051635436"
"1.0","4779051635443"
"1.0","4779051635474"
"1.0","4779051635481"
"8.700000000000001","4779051635528"
"2.9","4779051635566"
"2.9","4779051635573"
"13.32","4779051635801"
"10.450000000000001","4779051635894"
"15.68","4779051635900"
"10.450000000000001","4779051635917"
"10.870000000000001","4779051635924"
"16.32","4779051635931"
"16.87","4779051635948"
"12.450000000000001","4779051635955"
"1.0","4779051635962"
"1.0","4779051635979"
"14.120000000000001","4779051635986"
"21.19","4779051635993"
"14.120000000000001","4779051636006"
"1.0","4779051636013"
"1.0","4779051636402"
"1.0","4779051636419"
"1.0","4779051636518"
"0.75","4779051636549"
"0.75","4779051636556"
"0.75","4779051636563"
"0.75","4779051636570"
"0.75","4779051636587"
"0.75","4779051636594"
"0.75","4779051636600"
"0.75","4779051636617"
"0.75","4779051636624"
"3.5","4779051636631"
"3.5","4779051636648"
"10.870000000000001","4779051637973"
"6.61","4800351250125"
"19.25","48081625644"
"0.29","4820083909054"
"0.29","4820083909061"
"0.29","4820083909078"
"0.29","4820083909085"
"0.29","4820215363976"
"0.29","4820215363983"
"5.6000000000000005","STHT"
"15.42","501724511426"
"16.03","501724511525"
"0.0","5052372031972"
"15.42","5055041794895"
"15.42","5055041794932"
"14.790000000000001","5055041795830"
"4.93","5055041796646"
"0.75","5060122490054"
"0.75","5060122490078"
"190.0","5060180390006"
"226.20000000000002","5060180390280"
"0.0","5206819000230"
"0.0","5206819000261"
"3.06","5206819011014"
"3.06","5206819011021"
"3.06","5206819011038"
"3.06","5206819011113"
"3.06","5206819011120"
"3.06","5206819011137"
"3.06","5206819011144"
"3.06","5206819011151"
"3.06","5206819011168"
"3.06","5206819011182"
"3.06","5206819011199"
"3.06","5206819011205"
"3.06","5206819011212"
"3.06","5206819011229"
"5.18","5206819011298"
"0.6","5206819011311"
"0.6","5206819011328"
"0.6","5206819011335"
"3.06","5206819011410"
"3.06","5206819011427"
"3.06","5206819011434"
"3.06","5206819011441"
"6.36","5206819011519"
"6.36","5206819011526"
"6.36","5206819011533"
"6.36","5206819011540"
"6.36","5206819011557"
"6.36","5206819011564"
"2.24","5206819012615"
"4.47","5206819012622"
"5.41","5206819012646"
"6.24","5206819012653"
"1.07","5206819013018"
"1.07","5206819013025"
"3.77","5206819013223"
"3.77","5206819013247"
"3.77","5206819013254"
"3.77","5206819013261"
"3.77","5206819013278"
"3.77","5206819013308"
"0.89","5206819013414"
"0.89","5206819013421"
"0.89","5206819013438"
"0.89","5206819013445"
"1.8900000000000001","5206819013568"
"1.8900000000000001","5206819013711"
"1.8900000000000001","5206819013728"
"1.8900000000000001","5206819013735"
"1.8900000000000001","5206819013742"
"1.18","5206819014015"
"1.18","5206819014039"
"1.18","5206819014046"
"1.18","5206819014053"
"1.18","5206819014060"
"1.18","5206819014077"
"1.18","5206819014084"
"1.35","5206819014091"
"1.8900000000000001","5206819014121"
"1.8900000000000001","5206819014138"
"1.8900000000000001","5206819014169"
"0.73","5206819014206"
"0.73","5206819014251"
"0.73","5206819014268"
"0.73","5206819014275"
"0.73","5206819014282"
"0.73","5206819014299"
"0.89","5206819014305"
"0.78","5206819014312"
"0.78","5206819014329"
"0.89","5206819014336"
"0.89","5206819014343"
"0.78","5206819014350"
"0.89","5206819014367"
"0.89","5206819014374"
"0.89","5206819014381"
"0.89","5206819014398"
"1.18","5206819014510"
"1.3","5206819014527"
"1.3","5206819014534"
"1.3","5206819014541"
"1.18","5206819014558"
"1.8900000000000001","5206819014619"
"1.8900000000000001","5206819014626"
"2.0100000000000002","5206819014633"
"2.0100000000000002","5206819014640"
"1.8900000000000001","5206819014657"
"1.77","5206819015012"
"1.77","5206819015029"
"1.77","5206819015036"
"1.77","5206819015043"
"1.77","5206819015050"
"1.77","5206819015067"
"1.95","5206819015104"
"1.95","5206819015111"
"1.95","5206819015135"
"1.95","5206819015142"
"1.95","5206819015159"
"1.95","5206819015210"
"1.77","5206819015913"
"1.77","5206819015920"
"1.77","5206819015937"
"2.83","5206819021013"
"2.83","5206819021020"
"2.83","5206819021037"
"2.83","5206819021044"
"2.83","5206819021051"
"2.83","5206819021068"
"5.18","5206819021518"
"5.18","5206819021525"
"5.18","5206819021532"
"5.63","5206819024021"
"5.63","5206819024052"
"6.54","5206819024069"
"1.6","5206819041233"
"2.8000000000000003","5206819042544"
"4.16","5206819042551"
"3.72","5206819042568"
"3.06","5206819110410"
"3.06","5206819110519"
"3.42","5206819110618"
"3.42","5206819110625"
"3.42","5206819110717"
"3.42","5206819110731"
"5.18","5206819110816"
"5.18","5206819110823"
"5.18","5206819110830"
"5.18","5206819110847"
"5.18","5206819110854"
"3.06","5206819111127"
"3.06","5206819111318"
"3.06","5206819111424"
"3.06","5206819111707"
"3.06","5206819111714"
"3.06","5206819112308"
"3.06","5206819112407"
"3.06","5206819112414"
"3.06","5206819112506"
"3.06","5206819112513"
"3.06","5206819112605"
"3.06","5206819112612"
"3.06","5206819112704"
"3.06","5206819112711"
"3.06","5206819112803"
"3.06","5206819112810"
"3.06","5206819112827"
"3.06","5206819112834"
"5.18","5206819112889"
"11.65","5206819112896"
"3.06","5206819112919"
"10.35","5206819113015"
"10.35","5206819113022"
"10.35","5206819113039"
"10.35","5206819113046"
"10.35","5206819113053"
"3.9","5206819113600"
"17.81","5206819113602"
"4.9","5206819113620"
"22.29","5206819113626"
"3.06","5206819114111"
"3.06","5206819114210"
"3.06","5206819114319"
"3.06","5206819114418"
"3.06","5206819114500"
"3.06","5206819114548"
"3.06","5206819114647"
"2.83","5206819120105"
"2.24","5206819120198"
"2.83","5206819120204"
"2.83","5206819120297"
"3.42","5206819120303"
"3.42","5206819120396"
"4.0","5206819123199"
"4.0","5206819123212"
"4.0","5206819123311"
"2.24","5206819124295"
"2.24","5206819124394"
"2.24","5206819125193"
"4.6000000000000005","5206819125292"
"4.83","5206819125391"
"5.07","5206819125490"
"6.95","5206819125599"
"2.0100000000000002","5206819126190"
"3.42","5206819126299"
"4.6000000000000005","5206819126398"
"5.54","5206819126497"
"4.47","5206819126596"
"3.77","5206819132313"
"0.89","5206819134331"
"1.8900000000000001","5206819135659"
"1.8900000000000001","5206819136151"
"1.8900000000000001","5206819136250"
"1.8900000000000001","5206819136335"
"1.8900000000000001","5206819136359"
"1.8900000000000001","5206819136441"
"1.8900000000000001","5206819136458"
"1.35","5206819140141"
"1.5","5206819140240"
"1.5","5206819140349"
"1.35","5206819140448"
"1.35","5206819140547"
"1.5","5206819140646"
"1.5","5206819140745"
"1.5","5206819140844"
"2.2800000000000002","5206819141247"
"2.2800000000000002","5206819141346"
"2.2800000000000002","5206819141643"
"0.89","5206819142114"
"0.89","5206819142121"
"0.89","5206819142138"
"0.89","5206819142145"
"0.89","5206819142152"
"0.73","5206819147119"
"0.89","5206819147126"
"0.73","5206819147317"
"0.89","5206819147324"
"0.73","5206819147515"
"0.89","5206819147522"
"0.73","5206819147713"
"0.89","5206819147720"
"1.95","5206819152014"
"1.95","5206819152113"
"10.35","5206819152137"
"10.35","5206819152144"
"3.06","5206819152229"
"1.95","5206819152311"
"1.95","5206819152328"
"1.95","5206819152335"
"10.35","5206819152373"
"10.35","5206819152380"
"10.35","5206819152397"
"0.24","5206819159419"
"0.24","5206819159426"
"0.24","5206819159433"
"3.93","5206819205116"
"0.9","5206819210714"
"0.9","5206819210721"
"0.9","5206819210738"
"0.9","5206819210745"
"2.5","5206819210790"
"1.4000000000000001","5206819210813"
"1.4000000000000001","5206819210820"
"1.4000000000000001","5206819210837"
"2.8000000000000003","5206819210882"
"5.71","5206819240919"
"2.54","5206819255012"
"2.74","5206819255029"
"2.2800000000000002","5206819255036"
"2.2800000000000002","5206819255050"
"2.35","5206819255067"
"2.35","5206819255074"
"2.24","5206819255081"
"2.24","5206819255098"
"2.24","5206819255111"
"2.24","5206819255128"
"2.2800000000000002","5206819255135"
"2.2800000000000002","5206819255142"
"2.2800000000000002","5206819255159"
"2.2800000000000002","5206819255166"
"3.49","5206819255173"
"3.49","5206819255180"
"3.49","5206819255197"
"3.49","5206819255203"
"2.39","5206819255227"
"2.54","5206819255234"
"2.54","5206819255241"
"2.54","5206819255258"
"2.54","5206819255265"
"1.2","5206819311015"
"1.37","5206819311022"
"1.59","5206819311039"
"1.86","5206819311046"
"1.44","5206819312425"
"1.68","5206819312432"
"2.05","5206819312449"
"2.02","5206819321014"
"2.92","5206819321021"
"3.7","5206819321038"
"5.29","5206819321045"
"1.06","5206819321816"
"1.6400000000000001","5206819321823"
"2.2800000000000002","5206819321830"
"3.14","5206819321847"
"3.13","5206819322400"
"3.24","5206819322424"
"4.1","5206819322431"
"5.74","5206819322448"
"1.6","5206819331013"
"2.94","5206819331037"
"2.73","5206819332423"
"1.86","5206819341012"
"11.64","5206819344716"
"12.370000000000001","5206819344723"
"13.57","5206819344730"
"14.07","5206819344747"
"14.91","5206819344754"
"11.64","5206819344815"
"12.370000000000001","5206819344822"
"13.57","5206819344839"
"14.07","5206819344846"
"14.91","5206819344853"
"9.39","5206819345263"
"9.950000000000001","5206819345270"
"11.08","5206819345287"
"9.39","5206819345324"
"9.950000000000001","5206819345331"
"11.08","5206819345348"
"10.52","5206819346239"
"11.08","5206819346246"
"11.64","5206819346253"
"12.77","5206819346260"
"13.93","5206819346277"
"10.52","5206819346338"
"11.08","5206819346345"
"11.64","5206819346352"
"12.77","5206819346369"
"13.93","5206819346376"
"1.9000000000000001","5206819400115"
"1.9000000000000001","5206819400122"
"2.5","5206819400139"
"2.9","5206819400146"
"3.3000000000000003","5206819400153"
"5.9","5206819400412"
"3.9","5206819400610"
"2.7","5206819412507"
"3.7","5206819412620"
"5.4","5206819412712"
"5.4","5206819412729"
"6.65","5206819412880"
"6.8","5206819412897"
"6.65","5206819412903"
"9.8","5206819413023"
"9.8","5206819413030"
"1.85","5206819413238"
"2.94","5206819413245"
"5.42","5206819413252"
"2.9","5206819413511"
"3.5","5206819413528"
"2.5","5206819420212"
"2.45","5206819420618"
"3.4","5206819425316"
"3.4","5206819425323"
"3.4","5206819425330"
"3.4","5206819425347"
"3.4","5206819425354"
"4.7","5206819425576"
"4.7","5206819425583"
"4.7","5206819425606"
"4.7","5206819425613"
"4.7","5206819425620"
"10.700000000000001","5206819425705"
"19.88","5206819425743"
"0.9","5207147116303"
"0.9","5207147116310"
"0.9","5207147116327"
"0.9","5207147116334"
"0.9","5207147116372"
"0.9","5207147116402"
"10.35","5207147152158"
"0.41500000000000004","5207147214214"
"0.41500000000000004","5207147214238"
"0.41500000000000004","5207147214245"
"0.41500000000000004","5207147214252"
"0.41500000000000004","5207147214269"
"0.41500000000000004","5207147214276"
"13.4","5391504340750"
"7.5","5391504342051"
"3.96","5400585175882"
"3.96","5400585176001"
"2.4","5411860800085"
"2.0","5411860800115"
"2.9","5411860800559"
"2.9","5411860800566"
"2.9","5411860800573"
"3.59","5411860800597"
"2.9","5411860800610"
"2.9","5703188039224"
"10.48","5703188249661"
"7.5","5907708646651"
"23.04","5999053662486"
"2.48","6009670030311"
"4.33","6009670030465"
"29.0","6009696842998"
"2.9","6009696842999"
"29.0","6009696843001"
"2.9","6009696843002"
"5.7","6009696843018"
"33.45","6009696843025"
"3.35","6009696843026"
"7.675","6009696843063"
"9.0","6009696843087"
"0.9","6009696843088"
"7.4","6009696843148"
"11.325000000000001","6009696843155"
"26.0","6009696843162"
"2.6","6009696843163"
"6.8","6009696843193"
"5.5","6009696843200"
"51.675000000000004","6009696843209"
"16.8","6009696843223"
"7.6000000000000005","6009696843230"
"5.5","6009696843247"
"1.9000000000000001","6009696843254"
"4.25","6009696843292"
"8.5","6009696843308"
"4.5","6009696843309"
"9.700000000000001","6009696843315"
"7.8","6009696843346"
"7.15","6009696843353"
"6.5","6009696843360"
"13.75","6009696843377"
"4.3","6009696843544"
"18.025000000000002","6009696843568"
"2.9","6009696843605"
"3.29","602573023861"
"10.86","6083173987990"
"10.86","6083173988003"
"10.86","6083173988010"
"10.86","6083173988027"
"10.86","6083173988034"
"11.71","6083173988041"
"11.71","6083173988058"
"11.71","6083173988065"
"11.71","6083173988072"
"11.71","6083173988089"
"11.71","6083173998194"
"11.71","6083173998200"
"11.71","6083173998217"
"11.71","6083173998224"
"11.71","6083173998231"
"11.71","6083174078093"
"11.71","6083174078109"
"11.71","6083174078116"
"11.71","6083174078123"
"11.71","6083174078130"
"11.71","6083174078147"
"11.71","6083174078154"
"11.71","60831740781561"
"11.71","60831740781578"
"11.71","60831740781585"
"11.71","6083174078161"
"11.71","6083174078178"
"11.71","6083174078185"
"9.86","6083174300019"
"9.86","6083174300026"
"9.86","6083174300033"
"9.86","6083174300040"
"9.86","6083174300057"
"9.86","6083174300064"
"9.86","6083174300071"
"9.86","6083174300088"
"9.86","6083174300095"
"9.86","6083174300101"
"9.86","6083174300118"
"9.86","6083174300125"
"9.86","6083174300132"
"9.86","6083174300149"
"9.86","6083174300156"
"9.86","6083174300163"
"9.86","6083174300170"
"9.86","6083174300187"
"9.86","6083174300194"
"9.86","6083174300200"
"9.86","6083174300217"
"9.86","6083174300224"
"9.86","6083174300231"
"9.86","6083174300248"
"9.86","6083174300255"
"9.86","6083174300262"
"9.86","6083174300279"
"9.86","6083174300286"
"9.86","6083174300293"
"9.86","6083174300309"
"9.86","6083174300316"
"9.86","6083174300323"
"9.86","6083174300330"
"9.86","6083174300347"
"9.86","6083174300354"
"9.86","6083174300361"
"9.86","6083174300378"
"9.86","6083174300385"
"9.86","6083174300392"
"9.86","6083174300408"
"9.86","6083174300415"
"9.86","6083174300422"
"9.86","6083174300439"
"9.86","6083174300446"
"9.86","6083174300453"
"9.86","6083174300460"
"9.86","6083174300477"
"9.86","6083174300484"
"9.86","6083174300491"
"9.86","6083174300507"
"9.86","6083174300514"
"9.86","6083174300521"
"9.86","6083174300538"
"9.86","6083174300545"
"9.86","6083174300552"
"9.86","6083174300569"
"9.86","6083174300576"
"9.86","6083174300583"
"9.86","6083174300590"
"9.86","6083174300606"
"9.86","6083174300613"
"9.86","6083174300620"
"9.86","6083174300637"
"9.86","6083174300644"
"9.86","6083174300651"
"9.86","6083174300668"
"9.86","6083174300675"
"9.86","6083174300682"
"9.86","6083174300699"
"9.86","6083174300705"
"9.86","6083174300712"
"9.86","6083174300729"
"9.86","6083174300736"
"9.86","6083174300743"
"9.86","6083174300750"
"9.86","6083174300767"
"9.86","6083174300774"
"9.86","6083174300781"
"9.86","6083174300798"
"3.92","6083174300804"
"3.92","6083174300811"
"3.92","6083174300828"
"14.0","6083174300835"
"14.0","6083174300842"
"14.0","6083174300859"
"14.0","6083174300866"
"14.0","6083174300873"
"9.86","6083174300880"
"9.86","6083174300897"
"9.86","6083174300903"
"9.86","6083174300910"
"9.86","6083174300927"
"14.0","6083174300934"
"14.0","6083174300941"
"14.0","6083174300958"
"14.0","6083174300965"
"14.0","6083174300972"
"6.390000000000001","6083174350014"
"6.390000000000001","6083174350021"
"6.390000000000001","6083174350038"
"6.390000000000001","6083174350045"
"6.390000000000001","6083174350052"
"6.390000000000001","6083174350069"
"6.390000000000001","6083174350076"
"6.390000000000001","6083174350083"
"10.98","6083174350090"
"10.98","6083174350106"
"10.98","6083174350113"
"10.98","6083174350120"
"10.98","6083174350137"
"10.98","6083174350144"
"10.98","6083174350151"
"10.98","6083174350168"
"10.98","6083174350175"
"10.98","6083174350182"
"10.98","6083174350199"
"7.51","6083174350205"
"7.51","6083174350212"
"7.51","6083174350229"
"7.51","6083174350236"
"7.51","6083174350243"
"7.51","6083174350250"
"7.51","6083174350267"
"7.51","6083174350274"
"7.51","6083174350281"
"7.51","6083174350298"
"7.51","6083174350304"
"7.51","6083174350311"
"2.13","6083174350328"
"2.13","6083174350335"
"2.13","6083174350342"
"2.13","6083174350359"
"2.13","6083174350366"
"2.13","6083174350373"
"9.41","6083174350380"
"9.41","6083174350397"
"9.41","6083174350403"
"9.41","6083174350410"
"9.41","6083174350427"
"9.41","6083174350434"
"9.41","6083174350441"
"9.41","6083174350458"
"9.41","6083174350465"
"9.41","6083174350472"
"9.41","6083174350489"
"9.41","6083174350496"
"9.41","6083174350502"
"9.41","6083174350519"
"9.41","6083174350526"
"9.41","6083174350533"
"9.41","6083174350540"
"9.41","6083174350557"
"9.41","6083174350564"
"9.41","6083174350571"
"10.42","6083174350588"
"10.42","6083174350595"
"10.42","6083174350601"
"10.42","6083174350618"
"8.07","6083174350625"
"8.07","6083174350632"
"8.07","6083174350649"
"8.07","6083174350656"
"3.92","6083174350663"
"3.92","6083174350670"
"3.92","6083174350687"
"3.92","6083174350694"
"3.92","6083174350700"
"3.92","6083174350717"
"3.92","6083174350724"
"3.92","6083174350731"
"3.92","6083174350748"
"3.92","6083174350755"
"7.17","6083174350762"
"7.17","6083174350779"
"7.17","6083174350786"
"7.17","6083174350793"
"7.17","6083174350809"
"7.17","6083174350816"
"7.17","6083174350823"
"7.17","6083174350830"
"7.17","6083174350847"
"7.17","6083174350854"
"7.17","6083174350861"
"7.17","6083174350878"
"7.17","6083174350885"
"7.17","6083174350892"
"7.17","6083174350908"
"7.17","6083174350915"
"7.17","6083174350922"
"7.17","6083174350939"
"7.17","6083174350946"
"7.17","6083174350953"
"7.17","6083174350960"
"7.17","6083174350977"
"7.17","6083174350984"
"7.17","6083174350991"
"7.17","6083174351004"
"7.17","6083174351011"
"7.17","6083174351028"
"7.17","6083174351035"
"7.17","6083174351042"
"7.17","6083174351059"
"7.17","6083174351066"
"7.17","6083174351073"
"7.17","6083174351080"
"7.17","6083174351097"
"7.17","6083174351103"
"7.17","6083174351110"
"10.64","6083174351127"
"10.64","6083174351134"
"10.64","6083174351141"
"10.64","6083174351158"
"10.64","6083174351165"
"10.64","6083174351172"
"10.64","6083174351189"
"6.16","6083174351196"
"6.16","6083174351202"
"6.16","6083174351219"
"6.16","6083174351226"
"6.16","6083174351233"
"6.16","6083174351240"
"6.16","6083174351257"
"6.16","6083174351264"
"6.16","6083174351271"
"6.16","6083174351288"
"6.16","6083174351295"
"3.92","6083174351301"
"3.92","6083174351318"
"3.92","6083174351325"
"3.25","6083174351332"
"3.25","6083174351349"
"3.25","6083174351356"
"3.25","6083174351363"
"3.25","6083174351370"
"3.25","6083174351387"
"3.25","6083174351394"
"3.25","6083174351400"
"3.25","6083174351417"
"3.25","6083174351424"
"3.25","6083174351431"
"3.25","6083174351448"
"3.25","6083174351455"
"3.25","6083174351462"
"16.580000000000002","6083174351479"
"16.580000000000002","6083174351486"
"16.580000000000002","6083174351493"
"14.0","6083174351509"
"14.0","6083174351516"
"14.0","6083174351523"
"14.0","6083174351530"
"14.0","6083174351547"
"14.0","6083174351554"
"14.0","6083174351561"
"14.0","6083174351578"
"14.0","6083174351585"
"14.0","6083174351592"
"14.0","6083174351608"
"14.0","6083174351615"
"14.0","6083174351622"
"14.0","6083174351639"
"14.0","6083174351646"
"14.0","6083174351653"
"18.48","6083174351660"
"18.48","6083174351677"
"18.48","6083174351684"
"18.48","6083174351691"
"18.48","6083174351707"
"10.92","6083174351714"
"10.92","6083174351721"
"10.92","6083174351738"
"10.92","6083174351745"
"10.92","6083174351752"
"3.25","608317435176"
"3.25","6083174351769"
"3.25","608317435177"
"3.25","6083174351776"
"3.25","608317435178"
"3.25","6083174351783"
"3.25","608317435179"
"3.25","608317435180"
"3.25","6083174351806"
"3.25","608317435181"
"3.25","608317435182"
"3.25","608317435183"
"3.25","608317435184"
"3.25","6083174351844"
"3.25","6083174351851"
"3.25","6083174351868"
"3.25","6083174351875"
"3.25","6083174351882"
"3.25","6083174351899"
"3.25","6083174351905"
"3.25","6083174351912"
"3.25","6083174351929"
"3.25","6083174351936"
"3.25","6083174351943"
"3.25","6083174351950"
"3.25","6083174351967"
"3.25","6083174351974"
"3.25","6083174351981"
"3.25","6083174351998"
"3.25","6083174352001"
"3.25","6083174352018"
"3.25","6083174352025"
"3.25","6083174352032"
"3.25","6083174352049"
"3.25","6083174352056"
"3.25","6083174352063"
"3.25","6083174352070"
"3.25","6083174352087"
"3.25","6083174352094"
"3.25","6083174352100"
"3.25","6083174352117"
"3.25","6083174352124"
"3.25","6083174352131"
"3.25","6083174352148"
"3.25","6083174352155"
"3.25","6083174352162"
"3.25","6083174352179"
"3.25","6083174352186"
"3.25","6083174352193"
"3.25","6083174352209"
"3.25","6083174352216"
"3.25","6083174352223"
"3.25","6083174352230"
"3.25","6083174352247"
"3.25","6083174352254"
"3.25","6083174352285"
"3.25","6083174352292"
"3.25","6083174352308"
"3.25","6083174352315"
"3.25","6083174352322"
"3.25","6083174352339"
"3.25","6083174352346"
"3.25","6083174352353"
"3.25","6083174352360"
"3.25","6083174352377"
"3.25","6083174352384"
"3.25","6083174352391"
"7.17","6083174352407"
"7.17","6083174352414"
"7.17","6083174352421"
"7.17","6083174352438"
"7.17","6083174352445"
"7.17","6083174352452"
"7.17","6083174352469"
"7.17","6083174352476"
"7.17","6083174352483"
"7.17","6083174352490"
"7.17","6083174352506"
"7.17","6083174352513"
"7.17","6083174352520"
"7.17","6083174352537"
"7.17","6083174352544"
"7.17","6083174352551"
"7.17","6083174352568"
"7.17","6083174352575"
"7.17","6083174352582"
"7.17","6083174352599"
"3.25","6083174352605"
"3.25","6083174352612"
"3.25","6083174352629"
"3.25","6083174352636"
"3.25","6083174352643"
"3.25","6083174352650"
"3.25","6083174352667"
"3.25","6083174352674"
"3.25","6083174352681"
"3.25","6083174352698"
"3.25","6083174352704"
"3.25","6083174352711"
"3.25","6083174352728"
"3.25","6083174352735"
"3.25","6083174352742"
"3.25","6083174352759"
"3.25","6083174352766"
"3.25","6083174352773"
"3.25","6083174352780"
"3.25","6083174352797"
"3.25","6083174352803"
"3.25","6083174352810"
"3.25","6083174352827"
"3.25","6083174352834"
"3.25","6083174352841"
"3.25","6083174352858"
"3.25","6083174352865"
"3.25","6083174352872"
"3.25","6083174352889"
"3.25","6083174352896"
"3.25","6083174352902"
"3.25","6083174352919"
"3.25","6083174352926"
"3.25","6083174352933"
"3.25","6083174352940"
"2.13","6083174352957"
"2.13","6083174352964"
"2.13","6083174352971"
"2.13","6083174352988"
"2.13","6083174352995"
"2.13","6083174353008"
"2.13","6083174353015"
"2.13","6083174353022"
"2.13","6083174353039"
"2.13","6083174353046"
"2.13","6083174353053"
"2.13","6083174353060"
"2.13","6083174353077"
"2.13","6083174353084"
"2.13","6083174353091"
"8.74","6083174353107"
"8.74","6083174353114"
"8.74","6083174353121"
"8.74","6083174353138"
"8.74","6083174353145"
"8.74","6083174353152"
"8.74","6083174353169"
"8.74","6083174353176"
"8.74","6083174353183"
"8.74","6083174353190"
"3.25","6083174353206"
"3.25","6083174353213"
"3.25","6083174353220"
"3.25","6083174353237"
"3.25","6083174353244"
"3.25","6083174353251"
"3.25","6083174353268"
"3.25","6083174353275"
"3.25","6083174353282"
"3.25","6083174353299"
"3.25","6083174353305"
"3.25","6083174353312"
"3.25","6083174353329"
"3.25","6083174353336"
"3.25","6083174353343"
"3.25","6083174353350"
"3.25","6083174353367"
"3.25","6083174353374"
"3.25","6083174353381"
"3.25","6083174353398"
"3.25","6083174353404"
"3.25","6083174353411"
"3.25","6083174353435"
"3.25","6083174353442"
"3.25","6083174353459"
"3.25","6083174353473"
"3.25","6083174353480"
"3.25","6083174353497"
"3.25","6083174353503"
"3.25","6083174353510"
"3.25","6083174353527"
"3.25","6083174353534"
"3.25","6083174353541"
"3.25","6083174353558"
"3.25","6083174353565"
"3.25","6083174353572"
"3.25","6083174353589"
"3.25","6083174353596"
"3.25","6083174353602"
"3.25","6083174353619"
"3.25","6083174353626"
"3.25","6083174353633"
"3.25","6083174353640"
"3.25","6083174353657"
"3.25","6083174353664"
"3.25","6083174353671"
"3.25","6083174353688"
"3.25","6083174353695"
"3.25","6083174353701"
"3.25","6083174353718"
"3.25","6083174353725"
"3.25","6083174353732"
"3.25","6083174353749"
"3.25","6083174353756"
"3.25","6083174353763"
"3.25","6083174353770"
"3.25","6083174353787"
"3.25","6083174353794"
"3.25","6083174353800"
"10.76","6083174353817"
"10.76","6083174353824"
"10.76","6083174353831"
"10.76","6083174353848"
"10.76","6083174353855"
"13.89","6083174353862"
"13.89","6083174353879"
"13.89","6083174353886"
"13.89","6083174353893"
"13.89","6083174353909"
"10.76","6083174353916"
"10.76","6083174353923"
"10.76","6083174353930"
"10.76","6083174353947"
"10.42","6083174353954"
"10.42","6083174353961"
"10.42","6083174353978"
"10.42","6083174353985"
"4.93","6083174353992"
"4.93","6083174354005"
"4.93","6083174354012"
"4.93","6083174354029"
"4.93","6083174354036"
"4.93","6083174354043"
"10.42","6083174354050"
"10.42","6083174354067"
"10.42","6083174354074"
"10.42","6083174354081"
"10.76","6083174354098"
