id,Product/Barcode,Product Name,Price
__export__.product_product_50303_d9541130,5206819255074,Pet Interest Big Mouth Hairy Bird 3D cat Toy with Silverline Orange,2.35
__export__.product_product_50297_0fe292f8,5206819255081,Pet Interest Hairy Hamster 3D cat Toy with Silverline Orange,2.24
__export__.product_product_50293_583ce1ba,5206819255111,Pet Interest Sweet Hamster 3D cat Toy with Silverline Blue,2.24
__export__.product_product_50294_4fd0ed61,5206819255128,Pet Interest Sweet Hamster 3D cat Toy with Silverline Grey,2.24
__export__.product_product_50286_ec0dcf96,5206819255166,Pet Interest Cat Toy Blue fish with Silvervine,2.28
__export__.product_product_50283_8557e11c,5206819255173,Pet Interest Nemo 3D Fish Cat Toy with SilverVine 22cm,3.49
__export__.product_product_50282_2caf84a2,5206819255180,Pet Interest Neptune 3D Fish Cat Toy with SilverVine 22cm,3.49
__export__.product_product_50280_4be937f8,5206819255197,Pet Interest Dolly 3D Fish Cat Toy with SilverVine 22cm,3.49
__export__.product_product_50281_e8d5f43a,5206819255203,Pet Interest Daffy 3D Fish Cat Toy with SilverVine 22cm,3.49
__export__.product_product_50292_0a486a8b,5206819255227,Pet interest Funny Mouse Cat Toy with Silverline and Feather,2.39
__export__.product_product_50289_026d0ce8,5206819255234,Pet Interest Silverline Woody Cat Toy with Feather White-Blue,2.54
__export__.product_product_50288_391e55fb,5206819255258,Pet Interest Silverline Woody Cat Toy with Feather Orange-Blue,2.54
__export__.product_product_50291_1f6cdbd7,5206819255265,Pet Interest Silverline Woody Cat Toy with Feather Orange-Pink,2.54
__export__.product_product_54641_f12f67ce,5206819311015,Pet Interest Nylon Dog Collar Plain,1.20
__export__.product_product_54642_0767f4fa,5206819311022,Pet Interest Nylon Dog Collar Plain,1.37
__export__.product_product_54643_c4e28a2a,5206819311039,Pet Interest Nylon Dog Collar Plain,1.59
__export__.product_product_54863_0d450d91,5206819312425,Pet Interest Dog Collar Dots,1.44
__export__.product_product_54852_3bf09554,5206819321021,Pet Interest Nylon Dog Harness Plain,2.92
__export__.product_product_54855_5b9899a5,5206819321816,Pet Interest Dog Harness,1.06
__export__.product_product_54859_f569abb1,5206819322400,Pet Interest Dog Harness Dots,3.13
__export__.product_product_54850_6a707994,5206819331037,Pet Interest Nylon Dog Leash,2.94
__export__.product_product_50364_1f1a0dfb,5206819332423,Pet Interest Dog Leash Dots Pink S 1.5X120cm,2.73
__export__.product_product_55147_88f1ef49,5206819341012,Pet Interest Nylon Dog Harness Plain,1.86
__export__.product_product_54972_0c7d467d,5206819344716,Pet Interest Go Get Pro No Pull Harness Red,11.64
__export__.product_product_54967_31a9397b,5206819344815,Pet Interest Go Get Pro No Pull Harness Blue,11.64
__export__.product_product_54968_784f5b39,5206819344822,Pet Interest Go Get Pro No Pull Harness Blue,12.37
__export__.product_product_54954_1533e906,5206819345263,Pet Interest Go Get Soft V Chest Harness Grey,9.39
__export__.product_product_54955_8607c42a,5206819345270,Pet Interest Go Get Soft V Chest Harness Grey,9.95
__export__.product_product_54956_402c1764,5206819345287,Pet Interest Go Get Soft V Chest Harness Grey,11.08
__export__.product_product_54951_9973df2f,5206819345324,Pet Interest Go Get Soft V Chest Harness Orange,9.39
__export__.product_product_54952_2827cad7,5206819345331,Pet Interest Go Get Soft V Chest Harness Orange,9.95
__export__.product_product_54953_e06f9c77,5206819345348,Pet Interest Go Get Soft V Chest Harness Orange,11.08
__export__.product_product_54962_196f9a62,5206819346239,Pet Interest Go Get Soft Robust Harness Pink,10.52
__export__.product_product_54963_25a26267,5206819346246,Pet Interest Go Get Soft Robust Harness Pink,11.08
__export__.product_product_54964_61eaa441,5206819346253,Pet Interest Go Get Soft Robust Harness Pink,11.64
__export__.product_product_54958_6422bb17,5206819346345,Pet Interest Go Get Soft Robust Harness Light Blue,11.08
__export__.product_product_54959_f58cc27e,5206819346352,Pet Interest Go Get Soft Robust Harness Light Blue,11.64
__export__.product_product_54961_975032c1,5206819346376,Pet Interest Go Get Soft Robust Harness Light Blue,13.93
__export__.product_product_20506_b498047e,5703188249661,"Buster IncrediBowl, Dark Grey",10.48
__export__.product_product_20806_4c68975c,6009670030311,Mediworm Deworming Tablets For Cats - 5 Tablets,2.48
__export__.product_product_20807_a34cebb3,6009670030465,Mediworm Deworming Tablets For Dogs - 5 Tablets,4.33
__export__.product_product_56222_c8f5514a,6009696842999,Natural Protein Ostrich Chewy Windpipe 100g 1Pk,2.90
__export__.product_product_56223_7e148d04,6009696843002,Natural Protein Ostrich Chewy Gula 8g 1Pk,2.90
__export__.product_product_56210_67d3a1b2,6009696843018,Natural Protein Ostrich Twines 2Pk 80g,5.70
__export__.product_product_56221_0e96cc1b,6009696843026,Natural Protein Ostrich Chewy Giblet Frisbee 510g 1Pk,3.35
__export__.product_product_56192_2183f0c0,6009696843063,Natural Protein Ostrich Chewy Mix Giblet 100g,7.68
__export__.product_product_56194_7433d746,6009696843087,Natural Protein Ostrich Chewy Yummy Sticks 7g 10Pk,9.00
__export__.product_product_56224_5b3ca8be,6009696843088,Natural Protein Ostrich Chewy Yummy Sticks 7g 1Pk,0.90
__export__.product_product_56197_4073c209,6009696843148,Natural Protein Ostrich Meaty Bone Biscuit 150g,7.40
__export__.product_product_56207_c4159b17,6009696843155,Natural Protein Ostrich A-Z Sinews 120g,11.33
__export__.product_product_56205_b2b73240,6009696843162,Natural Protein Ostrich Wing Bone Whole 116g 10Pk,26.00
__export__.product_product_56227_823e6a12,6009696843163,Natural Protein Ostrich Wing Bone Whole 116g 1Pk,2.60
__export__.product_product_56198_b26d1440,6009696843230,Natural Protein Ostrich Neck 200g,7.60
__export__.product_product_56196_463cef77,6009696843247,Natural Protein Ostrich Meaty Sticks 100g,5.50
__export__.product_product_56200_5bd6e5f6,6009696843254,Natural Protein Ostrich Chips 7g,1.90
__export__.product_product_56225_e38d2097,6009696843309,Natural Protein Ostrich Knuckle Small 1Pk 310g,4.50
__export__.product_product_56195_8b3d5145,6009696843346,Natural Protein Ostrich Cabanossi 180g,7.80
__export__.product_product_56216_0d108b96,6009696843353,Natural Protein Ostrich Runners,7.15
__export__.product_product_56201_b09388f0,6009696843544,Natural Protein Ostrich Sausages 9g,4.30
__export__.product_product_56202_b0eda120,6009696843605,Natural Protein Ostrich Jerky 5g,2.90
__export__.product_product_55172_3c9fbbd5,6083173988065,Pets.Love.Earth Mesh Sports Fabric France,11.71
__export__.product_product_55173_3226f6fb,6083173988072,Pets.Love.Earth Mesh Sports Fabric France,11.71
__export__.product_product_55174_1875c23e,6083173988089,Pets.Love.Earth Mesh Sports Fabric France,11.71
__export__.product_product_55184_9fcb47c1,6083174377325,Pets.Love.Earth Mesh Sports Fabric Germany,7.89
__export__.product_product_55187_d669a712,6083174377431,Pets.Love.Earth Mesh Sports Fabric Argentina,7.89
__export__.product_product_55161_8c72bef8,6083174377547,Pets.Love.Earth Mesh Sports Fabric England,11.71
__export__.product_product_55162_d1caa967,6083174377554,Pets.Love.Earth Mesh Sports Fabric England,11.71
__export__.product_product_55178_d41dd76b,6083174377646,Pets.Love.Earth Mesh Sports Fabric Portugal,11.71
__export__.product_product_55181_016cc8dd,6083174377950,Pets.Love.Earth Mesh Sports Fabric Spain,7.89
__export__.product_product_55182_4fd63a3c,6083174377967,Pets.Love.Earth Mesh Sports Fabric Spain,7.89
__export__.product_product_54835_3999162e,6083184563213,Pets.Love.Earth Mesh Sports Fabric Germany,8.02
__export__.product_product_54836_ff8f31b3,6083184563220,Pets.Love.Earth Mesh Sports Fabric Germany,8.02
__export__.product_product_54837_68db458a,6083184563237,Pets.Love.Earth Mesh Sports Fabric Germany,8.02
__export__.product_product_54805_c98ee50c,6083184563312,Pets.Love.Earth Mesh Sports Fabric Argentina,8.02
__export__.product_product_54806_79a97e70,6083184563329,Pets.Love.Earth Mesh Sports Fabric Argentina,8.02
__export__.product_product_54807_961c075a,6083184563336,Pets.Love.Earth Mesh Sports Fabric Argentina,8.02
__export__.product_product_55043_85fcd15a,6083184563411,Pets.Love.Earth Mesh Sports Fabric England,8.02
__export__.product_product_55044_1e89ec5d,6083184563428,Pets.Love.Earth Mesh Sports Fabric England,8.02
__export__.product_product_55045_31d28a8b,6083184563435,Pets.Love.Earth Mesh Sports Fabric England,8.02
__export__.product_product_55013_1496b001,6083184563510,Pets.Love.Earth Mesh Sports Fabric Portugal,8.02
__export__.product_product_55014_ad4eef8a,6083184563527,Pets.Love.Earth Mesh Sports Fabric Portugal,8.02
__export__.product_product_55015_2265dea7,6083184563534,Pets.Love.Earth Mesh Sports Fabric Portugal,8.02
__export__.product_product_55023_b7d73a03,6083184563619,Pets.Love.Earth Mesh Sports Fabric Russia,8.02
__export__.product_product_55024_e56a2ced,6083184563626,Pets.Love.Earth Mesh Sports Fabric Russia,8.02
__export__.product_product_55025_7ea1b995,6083184563633,Pets.Love.Earth Mesh Sports Fabric Russia,8.02
__export__.product_product_54815_bbd5b1b1,6083184563718,Pets.Love.Earth Mesh Sports Fabric Brazil,8.02
__export__.product_product_54816_c65e4930,6083184563725,Pets.Love.Earth Mesh Sports Fabric Brazil,8.02
__export__.product_product_54817_50e1ee3c,6083184563732,Pets.Love.Earth Mesh Sports Fabric Brazil,8.02
__export__.product_product_55033_2ecb62ff,6083184563817,Pets.Love.Earth Mesh Sports Fabric Spain,8.02
__export__.product_product_55034_3e3548ef,6083184563824,Pets.Love.Earth Mesh Sports Fabric Spain,8.02
__export__.product_product_55035_3e9e3279,6083184563831,Pets.Love.Earth Mesh Sports Fabric Spain,8.02
__export__.product_product_54825_85de58f6,6083184563916,Pets.Love.Earth Mesh Sports Fabric France,8.02
__export__.product_product_54826_2d206ddf,6083184563923,Pets.Love.Earth Mesh Sports Fabric France,8.02
__export__.product_product_54827_cf91da17,6083184563930,Pets.Love.Earth Mesh Sports Fabric France,8.02
__export__.product_product_22693_aa3aceca,6084001390029,Pets.Love.Earth Waste Bags Refill 4 pack,3.70
__export__.product_product_22692_73e95786,6084001390036,Pets.Love.Earth Waste Bag Dispenser(with 2-free bags),2.48
__export__.product_product_53248_1d2c4036,6084001390104,Pets.Love.Earth Eco Bamboo Pet Bowls,4.33
__export__.product_product_22546_ffaefdd4,6084001390111,Pets.Love.Earth Double Diner Pet Feeder(Green),3.10
__export__.product_product_22648_03f0313a,6084001390142,Pets.Love.Earth Rectangular Pillow Dog Bed,35.73
__export__.product_product_22634_ddcacd56,6084001390159,Pets.Love.Earth Oval Pet Bed,19.72
__export__.product_product_22519_990bceb7,6084001390166,Pets.Love.Earth Cat Den 56cm,22.19
__export__.product_product_54139_060453a2,6084001390197,Pets.Love.Earth Reflective Collar and Lead,3.70
__export__.product_product_22523_a31c242b,6084001390203,Pets.Love.Earth Cat Scratcher Small (Blue),8.02
__export__.product_product_54655_68f6c136,6084001390234,Pets.Love.Earth Luxury Dog Collar,3.70
__export__.product_product_54656_16b1ea03,6084001390241,Pets.Love.Earth Luxury Dog Collar,4.33
__export__.product_product_54657_8aac14ca,6084001390258,Pets.Love.Earth Luxury Dog Collar,4.93
__export__.product_product_22598_47a40aaa,6084001390265,Pets.Love.Earth Luxury Dog Lead Brown,4.93
__export__.product_product_22525_2996600e,6084001390289,Pets.Love.Earth Wooden Teaser With Linen & Feather,2.48
__export__.product_product_22690_020c2045,6084001390326,Pets.Love.Earth Transport Box For Pets,24.04
__export__.product_product_22550_ead306c7,6084001390364,Pets.Love.Earth Fuzzy Mice 2pcs,2.48
__export__.product_product_23760_ebf6fe90,6084001390371,Scratch It Small with swirl ball Blue,3.34
__export__.product_product_22661_2baaa927,6084001390388,Scratch It SIT 824 Beige and Blue Pad With Spring Ball 35x30x30,6.67
__export__.product_product_23742_a72d6f5d,6084001390395,Scratch It SIT 211 Scratching Post 30x30x45,6.04
__export__.product_product_23163_9727993d,6084001390456,Purrify Cat Shampoo 500ml,2.35
__export__.product_product_23164_e1b6e5d2,6084001390463,Purrify Cologne for Dogs and Cats 125ml,3.10
__export__.product_product_23170_86deff35,6084001390470,Purrify Stain & Odor Remover Spray 500ml,2.35
__export__.product_product_23161_89df1084,6084001390500,Purrify Cat Litter Crystals Hypoallergenic-5L,3.90
__export__.product_product_23158_331cab49,6084001390517,Purrify Cat Litter Crystals Calming -5L,3.90
__export__.product_product_54775_a2048e3f,6084001390531,Pets.Love.Earth Auto Leash,19.72
__export__.product_product_22643_857b0a4e,6084001390562,Pets.Love.Earth QR Glitter Cat Collar Fuchsia,4.33
__export__.product_product_22544_702fa9a8,6084001390586,Pets.Love.Earth Dog Vintage Bed (Med),33.90
__export__.product_product_22538_b531d55b,6084001390593,Pets.Love.Earth Dog House Bed (Med),34.50
__export__.product_product_43465_2a3114f7,618940310303,JWPet TOY BIRD DICE S/M,5.02
__export__.product_product_43466_be3f92bf,618940310327,JWPet TOY BIRD HOUR GLASS MIRROR,5.20
__export__.product_product_20540_58fb3521,618940310358,JWPet TOY BIRD OLYMPIA RINGS,2.35
__export__.product_product_43467_bd6c095e,618940310365,JWPet  TOY BIRD LATTICE CHAIN S/M,2.76
__export__.product_product_20542_0c9c730c,618940310433,JWPet TOY BIRD SPINNING BELLS,4.82
__export__.product_product_43468_3b777c15,618940310457,JWPet  TOY BIRD FORK/KNIFE/SPOON,3.57
__export__.product_product_20539_a4355757,618940310501,JWPet TOY BIRD FUNHOUSE MIRROR,4.33
__export__.product_product_43469_a935a80a,618940310594,JWPet TOY BIRD DISCO BALL S/M,3.57
__export__.product_product_20538_00792a70,618940310747,JWPet  TOY BIRD FANCY MIRROR S/M,2.69
__export__.product_product_23811_08711d97,618940632412,Skid Stop Slow Feed Bowl L,7.89
__export__.product_product_23810_8bfc4fa9,618940632429,Skid Stop Slow Feed Bowl Giant,11.28
__export__.product_product_22659_be25f718,635934606898,Pets.Love.Earth Scratching Board,4.33
__export__.product_product_23744_3a9758be,635934607706,Scratch it! SIT 1119 40x40x100cm Black,66.98
__export__.product_product_23745_7d1bf432,635934607713,Scratch it! SIT 1119 40x40x100cm White,66.98
__export__.product_product_23758_714b4eec,635934607720,Scratch It SIT 801 Navy Blue Beige,68.38
__export__.product_product_23757_0ea9b665,635934607737,Scratch It SIT 801 Chocolate Beige,68.38
__export__.product_product_23740_753c795c,635934607751,Scratch It SIT 817 Cat Scratcher Blue,11.84
__export__.product_product_23743_c63fef28,635934607768,Scratch It SIT 817 Cat Scratcher Brown,11.84
__export__.product_product_23733_a70fcc5b,635934607782,Scratch It SIT 35x35x62cm Grey,11.71
__export__.product_product_23737_ef30a45f,635934607799,Scratch It SIT 1401 Cat Scratcher Brown & Beige70x50x180 cm,78.86
__export__.product_product_23764_24a3715a,635934607805,Scratch It SIT 6606 Cat Scratcher Post,14.84
__export__.product_product_23159_368778f0,635934607812,Purrify Cat Litter Crystals Clean -5L,3.90
__export__.product_product_23160_c1bc4f38,635934607829,Purrify Cat Litter Crystals Gentle -5L,3.90
__export__.product_product_22545_a4950e9f,635934607843,Pets.Love.Earth Dogs Brush Set of 2,4.33
__export__.product_product_22530_eb1e0ef9,635934607850,Pets.Love.Earth Cat Brush Set,4.33
__export__.product_product_22688_00ddfa90,635934607867,Pets.Love.Earth Dog and Puppy Pads Original 12PK(60x60cm),3.59
__export__.product_product_22571_a621355e,635934607874,Pets.Love.Earth Litter Scooper (Red),1.49
__export__.product_product_22528_e01c671e,635934607881,Pets.Love.Earth Cat Toilet Tray -Blue,8.02
__export__.product_product_22660_64e91512,635934607898,Pets.Love.Earth Scratching Board,4.33
__export__.product_product_22520_4eee1b7a,635934607904,Pets.Love.Earth Cat Litter Mat-Blue,4.44
__export__.product_product_22551_20714957,635934607911,Pets.Love.Earth Grooming Glove,3.21
__export__.product_product_22561_489e81f9,635934607959,Pets.Love.Earth Interactive Treat Dispensing Toy,3.10
__export__.product_product_22536_3121fbb4,635934607973,Pets.Love.Earth Dog And Puppy Dental Care Kit,4.82
__export__.product_product_22475_c2253735,635934607997,Pets.Love.Earth 4-in-1 Pet Hair Remover Brush,3.77
__export__.product_product_23748_7063ccf2,635934608017,Scratch It SIT 946 60x50x164cm Pure White,96.10
__export__.product_product_23747_b5bc977b,635934608024,Scratch It SIT 959 60x37x56cm Black/Brown With Cushion Inside,30.80
__export__.product_product_23749_c7ff5e99,635934608079,Scratch It SIT 955 80x80x193cm with Heavy Base,252.56
__export__.product_product_22630_9a5d0236,635934608086,Pets.Love.Earth Nail Clipper For Cats&Dogs,3.59
__export__.product_product_22629_c6eae0aa,635934608093,Pets.Love.Earth Munchy Sticks 12Pk 5 inch,2.24
__export__.product_product_22540_7bd5a8cc,635934608109,Pets.Love.Earth Dog Rawhide Bone Chews(6pk),2.95
__export__.product_product_22647_e05af256,635934608116,Pets.Love.Earth Rawhide Chew Stick 12pk,2.95
__export__.product_product_22646_f1f7f0b0,635934608123,Pets.Love.Earth Rawhide Chew 4Pk 4 Inch,4.47
__export__.product_product_22677_1193f7db,635934608130,Pets.Love.Earth Soft Ball Cat Toy 4 Pk,2.85
__export__.product_product_22529_07658e7e,635934608147,Pets.Love.Earth Cat Wand 88cm,2.35
__export__.product_product_22532_989c5813,635934608154,Pets.Love.Earth Colorful Plastic Balls Cat Toy(4 pack),2.35
__export__.product_product_22631_2bbfda8e,635934608161,Pets.Love.Earth Nail Clipper For Dogs,3.59
__export__.product_product_54917_b19cc0e3,635934608178,Optima Bowls Premium No-tip Anti-slip Classic Platinum Pet Bowl,1.85
__export__.product_product_54918_c538c2de,635934608185,Optima Bowls Premium No-tip Anti-slip Classic Platinum Pet Bowl,2.48
__export__.product_product_54919_7fa1514a,635934608192,Optima Bowls Premium No-tip Anti-slip Classic Platinum Pet Bowl,3.10
__export__.product_product_54920_afbea889,635934608208,Optima Bowls Premium No-tip Anti-slip Classic Platinum Pet Bowl,3.70
__export__.product_product_53390_f22c455b,635934608222,"Optima Bowls Premium Anti-Tip & Slip, Platinum Pet Bowl",3.10
__export__.product_product_53391_2e584e1a,635934608239,"Optima Bowls Premium Anti-Tip & Slip, Platinum Pet Bowl",4.33
__export__.product_product_53393_302cf5f7,635934608253,"Optima Bowls Premium Anti-Tip & Slip, Platinum Pet Bowl",6.78
__export__.product_product_55125_9a7a8942,635934608284,Optima Bowls Classic Pet Bowls,1.11
__export__.product_product_55126_166524a5,635934608291,Optima Bowls Classic Pet Bowls,1.85
__export__.product_product_55128_77e822a4,635934608314,Optima Bowls Classic Pet Bowls,3.59
__export__.product_product_54913_a4b50b25,635934608338,Optima Bowls Platinum Double Dinner Rack Set,4.19
__export__.product_product_54914_970946f8,635934608345,Optima Bowls Platinum Double Dinner Rack Set,7.27
__export__.product_product_53397_607227c0,635934608352,Optima Bowls Platinum Crate Bowl and Hook Holder Set,2.35
__export__.product_product_53399_af805731,635934608376,Optima Bowls Platinum Crate Bowl and Hook Holder Set,4.69
__export__.product_product_53400_0c569ba1,635934608383,Optima Bowls Platinum Bowl and Clamp Set,3.59
__export__.product_product_53401_f6d4a17f,635934608390,Optima Bowls Platinum Bowl and Clamp Set,4.82
__export__.product_product_53402_118f8723,635934608406,Optima Bowls Platinum Bowl and Clamp Set,5.93
__export__.product_product_53395_7b895d2c,635934608468,Optima Bowls Premium Anti-Insect Platinum Silicone-bonded Pet Bowl,4.82
__export__.product_product_53396_0a085f7e,635934608475,Optima Bowls Premium Anti-Insect Platinum Silicone-bonded Pet Bowl,6.04
__export__.product_product_55077_3f1182d7,635934608482,"Optima Bowls Premium Weighted, No-slip, Platinum Large Pet Bowl 1.12 Pint",7.16
__export__.product_product_55079_0a75d4c0,635934608505,"Optima Bowls Premium Weighted, No-slip, Platinum Large Pet Bowl 1.12 Pint",9.61
__export__.product_product_53404_1cb85a04,635934608529,Optima Bowls No-Slip Platinum Pet Bowl Aqua,4.33
__export__.product_product_53405_6c0cdf68,635934608536,Optima Bowls No-Slip Platinum Pet Bowl Aqua,4.82
__export__.product_product_54724_ccf42757,635934608567,Optima Bowls No-Slip Platinum Pet Bowl Magenta,4.33
__export__.product_product_54725_283dab30,635934608574,Optima Bowls No-Slip Platinum Pet Bowl Magenta,4.82
__export__.product_product_55100_3643a997,635934608604,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Turquoise",4.44
__export__.product_product_55101_df1ea7dc,635934608611,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Turquoise",6.04
__export__.product_product_55102_01ef8c90,635934608628,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Turquoise",7.03
__export__.product_product_55091_a3c7fd8f,635934608635,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Green",3.45
__export__.product_product_55092_5c84add1,635934608642,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Green",4.44
__export__.product_product_55093_e7092dc0,635934608659,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Green",6.04
__export__.product_product_55094_306199fe,635934608666,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Green",7.03
__export__.product_product_55088_6dd100f7,635934608680,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Charcoal",4.44
__export__.product_product_55089_f2802a59,635934608697,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Charcoal",6.04
__export__.product_product_55095_6f352073,635934608710,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Lavender",3.45
__export__.product_product_55097_68442824,635934608734,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Lavender",6.04
__export__.product_product_55098_34d5e0af,635934608741,"Optima Bowls Premium No-tip, Lined Platinum Pet Bowl Lavender",7.03
__export__.product_product_23762_85ac5ae4,635934608772,Scratch it! SIT 1101 Small with Swirl Ball Red,3.34
__export__.product_product_23759_08d68606,635934608789,Scratch It SIT 1101Small with Swirl Ball Blue,3.34
__export__.product_product_23767_e0e338b2,635934608796,Scratch It SIT 3008 Neon Flower Scratch Post With Ball Orange (30X30X32CM),6.02
__export__.product_product_23752_c423a9c0,635934608802,Scratch It SIT 3008 Neon Flower Scratch Post With Ball Pink (30X30X32CM),6.02
__export__.product_product_23765_aa6443c8,635934608819,Scratch It SIT 882 Light Grey 40x40x75cm,49.91
__export__.product_product_23971_94d30486,635934608833,Scratch It SIT 308 Brown,19.72
__export__.product_product_23972_1e7487bb,635934608840,Scratch It SIT 308 Navy Blue,19.72
__export__.product_product_50554_cd649785,635934608871,Purrify  Floral Essence Oil Spray Lily Fragrance 50Ml,6.50
__export__.product_product_23162_6e1a17fb,635934608901,Purrify Cat Litter Deodorant Powder 425g,4.57
__export__.product_product_55226_837551b1,635934608918,Pets.Love.Earth Heavy Duty Dog Collar,8.63
__export__.product_product_55231_5a74c56b,635934609007,Pets.Love.Earth Heavy Duty Dog Harness,11.10
__export__.product_product_55233_d21da346,635934609021,Pets.Love.Earth Heavy Duty Dog Leash,8.02
__export__.product_product_55234_9b571cf7,635934609045,Pets.Love.Earth Heavy Duty Dog Leash,10.48
__export__.product_product_22534_cb0ad5d2,635934609052,Pets.Love.Earth Cozy Hi-back bed 75cm,33.90
__export__.product_product_22533_6c1f454e,635934609069,Pets.Love.Earth Cozy Den 35cm,24.04
__export__.product_product_19219_c6552558,635934609076,Essential grooming Tools Rake Comb 209x119 mm,4.08
__export__.product_product_19223_db80fecc,635934609090,Essential grooming Tools Slicker Brush Blue(M),3.66
__export__.product_product_19224_4dd86ada,635934609106,Essential Grooming Tools Slicker Brush Pink(L),4.57
__export__.product_product_19226_b7e7f383,635934609137,Essential Grooming Tools Slicker Brush Pink/Blue(L),3.59
__export__.product_product_19213_692be80b,635934609182,Essential Grooming Rotatable Slicker Brush(L),5.93
__export__.product_product_19221_b4028186,635934609199,Essential Grooming Tools silicone Rubber Brush Pink,6.67
__export__.product_product_22689_1d7939e0,635934609205,Pets.Love.Earth Dog and Puppy Pads Economical 12PK(60x60cm),2.35
__export__.product_product_23169_3f0a2703,635934609229,Purrify Premium Cat Litter 10Ltr,7.27
__export__.product_product_23167_c0775445,635934609236,Purrify Original Cat Litter - Unscented 10Ltr,4.19
__export__.product_product_23750_09a4f2b5,635934609250,Scratch It SIT Cat Wand / Cat Teaser,2.48
__export__.product_product_23175_8807e1b5,635934609267,Purrify Wet Wipes 30 Wipes,2.35
__export__.product_product_43375_dbb5def6,635934609281,Scratch It SIT 126 Extra Wide Scratcher Cream and Black 80X50X120cm,77.76
__export__.product_product_50197_a887fd82,635934609298,"Pets.Love.Earth Chewing shoe, large, 20 cm, 45 g",3.50
__export__.product_product_44094_1cf94a5f,635934609304,"Pets.Love.Earth Chewing bone with tripe filling, 10 cm, 2 pcs./35 g",1.74
__export__.product_product_50684_06b11f77,635934609311,Pets.Love.Earth Infrared Laser Cat Toy,4.30
__export__.product_product_44098_0b52fb07,635934609328,"Pets.Love.Earth Chewing bones with lamb, 10 cm, 2 pcs./40 g",4.04
__export__.product_product_50198_4f1c56c5,635934609335,"Pets.Love.Earth Chewing bone with salami taste, 12 cm, 2 pcs./70 g",2.90
__export__.product_product_50199_9f7c3f4d,635934609342,"Pets.Love.Earth Chewing rolls, pressed, 25 cm/ 20 mm, 2 pcs./80 g",2.90
__export__.product_product_50200_0c761af3,635934609359,"Pets.Love.Earth Chewing bone with tripe filling, 17 cm, 115 g",2.90
__export__.product_product_50201_3a1fb2b6,635934609366,"Pets.Love.Earth Chewing bone with vitamin filling, 12 cm, 70 g",2.90
__export__.product_product_44104_6aac2b3d,635934609373,"Pets.Love.Earth Chewing bone with tripe filling, 21 cm, 170 g",4.09
__export__.product_product_50150_cabfddfe,635934609380,"Pets.Love.Earth Denta Fun Duck Chewing Bones with duck filling, 12 cm, 2 pcs./120 g",2.90
__export__.product_product_50151_479d46f5,635934609397,Pets.Love.Earth kau knochen,1.50
__export__.product_product_50152_f43469e9,635934609403,Pets.Love.Earth kau knochen 140g,1.50
__export__.product_product_50155_84356cc2,635934609410,"Pets.Love.Earth Rice bones, fully vegetarian, 2 pcs./130 g",1.90
__export__.product_product_50156_02456346,635934609427,Pets.Love.Earth Denta Fun Chewing Stick,1.90
__export__.product_product_50157_16001a53,635934609434,"Pets.Love.Earth Denta Fun Knotted Chicken Chewing Bone, 25 cm, 220 g",1.90
__export__.product_product_50158_dd677e26,635934609441,"Pets.Love.Earth Denta Fun Dog Snack mini knotted bones, 6 cm, 240 g",2.90
__export__.product_product_50159_925506d0,635934609458,"Pets.Love.Earth Denta Fun Dog Snack mini chewing bones, 8 cm, 10 pcs./230 g",2.90
__export__.product_product_50160_60bc74bf,635934609465,"Pets.Love.Earth Denta Fun Duck Chewing Rolls with duck filling, 12 cm, 15 pcs./270 g",2.90
__export__.product_product_50161_94cf7eee,635934609472,"Pets.Love.Earth Denta Fun Duck Chewing Rolls with duck filling, 12 cm, 5 pcs./90 g",1.90
__export__.product_product_50162_c77b5d13,635934609489,"Pets.Love.Earth Denta Fun Duck Chewing Bones with duck filling, 10 cm, 2 pcs./70 g",1.80
__export__.product_product_50163_1676ec20,635934609496,"Pets.Love.Earth Denta Fun Beef Chewing Braids, 12 cm, 2 pcs./110 g",2.50
__export__.product_product_50164_0afe32fe,635934609502,"Pets.Love.Earth Denta fun knotted spirulina chewing bone, 11 cm, 50 g",0.90
__export__.product_product_50165_9d58425e,635934609519,"Pets.Love.Earth Denta Fun Knotted Spirulina Chewing Bone, 16 cm, 110 g",1.00
__export__.product_product_50166_f2b4949c,635934609526,"Pets.Love.Earth Denta Fun Knotted Chicken Chewing Bone, 18 cm, 120 g",1.20
__export__.product_product_50167_d8eba03a,635934609533,"Pets.Love.Earth Denta Fun Twisted Chicken Chewing Rolls, 12.5 cm, 3 pcs./70 g",1.50
__export__.product_product_50168_947a8468,635934609540,"Pets.Love.Earth Denta Fun Twisted Duck Chewing Rolls, 12.5 cm, 3 pcs./70 g",1.50
